id,property_type,city,state,price,bedrooms,bathrooms,square_feet,sale_date,buyer_age,buyer_income,buyer_occupation,year_built,garage,lot_area
1001921,House,Ottawa,BC,878160.0,5,1,976,2015-04-03,34,147976,Entrepreneur,1971,1,1832
1001922,Apartment,Toronto,ON,819292.0,3,3,2847,2023-10-22,33,73492,Artist,1964,0,1970
1001923,Condo,Calgary,ON,767748.0,5,3,2922,2016-12-11,49,91855,Entrepreneur,1963,1,9277
1001924,House,Vancouver,BC,292191.0,2,2,1271,2023-04-04,61,51119,Engineer,2013,0,7609
1001925,Apartment,Calgary,BC,353882.0,3,1,1219,2015-02-04,33,117517,Artist,1983,1,4168
1001926,Apartment,Calgary,ON,286923.0,2,3,945,2024-12-24,28,44418,Doctor,1982,0,9680
1001927,Condo,Ottawa,BC,599208.0,2,2,899,2023-05-04,58,140894,Doctor,2011,0,9380
1001928,Condo,Calgary,ON,345485.0,2,3,1074,2016-01-29,30,120432,Artist,1966,1,6879
1001929,Apartment,Vancouver,ON,466233.0,1,3,3811,2020-05-27,46,80702,Manager,2010,1,3817
1001930,Condo,Calgary,BC,642159.0,2,1,1818,2019-04-29,51,81266,Artist,1976,1,8062
1001931,House,Calgary,AB,412935.0,4,3,2930,2020-04-21,47,134631,Teacher,1959,0,9784
1001932,House,Ottawa,ON,610878.0,4,1,2416,2019-07-07,37,143751,Engineer,2014,0,4790
1001933,Condo,Calgary,QC,727546.0,1,2,2010,2019-03-24,48,58016,Engineer,2010,0,6313
1001934,Condo,Vancouver,QC,579720.0,3,1,1042,2023-12-28,34,101691,Manager,1972,1,5656
1001935,Apartment,Ottawa,ON,859604.0,4,1,3164,2018-07-12,36,41945,Manager,1994,1,9654
1001936,Apartment,Toronto,QC,747220.0,1,3,969,2017-08-11,32,103699,Artist,1997,1,1877
1001937,Apartment,Vancouver,QC,891957.0,4,3,2435,2021-03-22,37,114135,Manager,1994,1,1820
1001938,Condo,Vancouver,BC,292318.0,2,2,2701,2024-09-29,48,90276,Manager,1956,1,2524
1001939,House,Vancouver,BC,904822.0,1,3,1258,2018-06-09,35,109038,Doctor,1986,0,2180
1001940,Condo,Vancouver,ON,880740.0,3,2,2097,2019-06-29,56,92126,Manager,2012,0,9890
1001941,House,Calgary,ON,569604.0,1,1,1050,2024-12-29,60,66758,Doctor,2008,0,3858
1001942,Apartment,Ottawa,BC,316969.0,1,1,1703,2020-08-10,41,83561,Doctor,1974,0,8461
1001943,Condo,Vancouver,ON,296044.0,4,3,2574,2024-07-06,60,42971,Teacher,1979,1,3127
1001944,Apartment,Montreal,BC,306776.0,4,1,2438,2018-10-30,54,69323,Doctor,1951,0,2640
1001945,Apartment,Toronto,ON,469845.0,2,2,3248,2021-05-31,37,66127,Doctor,1972,1,2198
1001946,Apartment,Ottawa,ON,619396.0,2,1,1435,2022-12-06,34,134193,Manager,2019,1,9270
1001947,Apartment,Ottawa,QC,781413.0,5,3,2674,2016-09-03,42,109551,Teacher,1975,0,6738
1001948,Apartment,Vancouver,ON,102603.0,5,2,3682,2019-09-02,41,53252,Artist,1973,0,1838
1001949,House,Calgary,ON,303490.0,5,1,2115,2024-10-31,55,91640,Entrepreneur,1988,1,7651
1001950,Condo,Vancouver,ON,748440.0,2,3,2442,2020-04-07,27,102946,Artist,2012,0,8151
1001951,Apartment,Ottawa,AB,320976.0,2,2,3682,2016-12-29,34,86508,Entrepreneur,1960,0,3453
1001952,Condo,Ottawa,QC,279041.0,2,3,3607,2018-12-26,45,144531,Manager,1980,0,8577
1001953,Condo,Ottawa,AB,448307.0,5,1,3175,2024-02-27,57,101759,Doctor,2007,1,2821
1001954,Condo,Calgary,BC,252065.0,2,1,1263,2016-12-24,43,113109,Entrepreneur,2005,1,8961
1001955,Apartment,Ottawa,AB,554225.0,2,3,3463,2023-04-07,33,145752,Entrepreneur,1968,0,2770
1001956,Apartment,Calgary,ON,562089.0,3,3,2152,2018-08-31,59,104297,Artist,1973,0,4166
1001957,Condo,Toronto,QC,800063.0,1,2,3364,2022-04-16,42,102330,Entrepreneur,2010,0,4055
1001958,Condo,Toronto,ON,411115.0,5,1,2758,2024-11-29,48,118207,Artist,2004,1,3253
1001959,Condo,Toronto,QC,543713.0,5,1,3232,2018-08-20,59,112417,Entrepreneur,1982,0,5050
1001960,Condo,Vancouver,BC,254372.0,2,3,899,2022-12-27,50,140365,Doctor,1981,0,6067
1001961,Condo,Calgary,BC,464280.0,4,1,3037,2020-04-12,58,77344,Doctor,2000,0,2604
1001962,Apartment,Ottawa,ON,956922.0,4,3,1024,2018-10-18,41,51357,Engineer,2020,1,4731
1001963,Apartment,Toronto,BC,331885.0,4,1,1161,2022-03-16,31,55447,Teacher,2007,1,6059
1001964,Apartment,Toronto,ON,158954.0,1,3,3634,2024-07-04,42,101810,Engineer,1984,1,3668
1001965,House,Vancouver,QC,163579.0,3,3,873,2023-07-30,45,41042,Entrepreneur,1986,0,1659
1001966,House,Toronto,ON,651099.0,5,2,3816,2020-11-13,47,63673,Artist,1975,1,3119
1001967,Condo,Ottawa,BC,457727.0,2,2,2928,2021-07-31,57,47369,Doctor,2008,1,3878
1001968,Apartment,Vancouver,ON,137842.0,4,3,3065,2018-03-04,37,85041,Entrepreneur,1968,1,3743
1001969,Condo,Ottawa,ON,315436.0,4,3,1196,2015-03-10,52,92707,Teacher,2016,1,6173
1001970,House,Montreal,QC,536176.0,5,3,3739,2022-09-25,63,65892,Artist,1995,1,9354
1001971,Apartment,Vancouver,ON,284924.0,2,2,2615,2022-02-22,50,111970,Engineer,1982,1,9130
1001972,House,Montreal,QC,628557.0,4,1,1791,2015-03-08,46,42865,Entrepreneur,1998,1,1194
1001973,Apartment,Calgary,ON,271800.0,5,3,1771,2015-11-05,36,94635,Teacher,1990,0,1588
1001974,Apartment,Montreal,AB,966287.0,2,1,810,2019-05-24,51,139864,Teacher,1987,1,9806
1001975,Condo,Ottawa,QC,778583.0,1,2,2548,2020-02-28,43,119477,Teacher,1992,1,5314
1001976,Condo,Ottawa,AB,714992.0,4,3,2846,2015-04-14,47,87535,Doctor,1951,1,2095
1001977,Apartment,Toronto,ON,291341.0,2,1,3450,2021-08-30,35,91688,Entrepreneur,2019,0,2640
1001978,Condo,Toronto,QC,129427.0,5,3,3913,2019-07-02,33,55962,Teacher,2013,1,1940
1001979,Apartment,Montreal,AB,989293.0,4,3,2309,2024-12-27,27,100697,Teacher,1958,0,8222
1001980,Apartment,Calgary,BC,550852.0,5,3,2353,2020-08-19,47,70400,Engineer,1985,1,9054
1001981,Condo,Toronto,ON,400282.0,5,2,3940,2024-08-27,45,132393,Entrepreneur,1985,1,9858
1001982,Condo,Calgary,QC,687806.0,4,2,2150,2017-07-06,30,129683,Entrepreneur,1980,1,1702
1001983,House,Vancouver,QC,961189.0,3,1,2162,2021-10-16,27,147710,Teacher,1997,0,6516
1001984,Condo,Vancouver,AB,615580.0,4,2,1532,2018-04-12,51,82084,Entrepreneur,1970,0,1609
1001985,Apartment,Toronto,AB,349803.0,1,3,1795,2024-12-06,64,145251,Engineer,1962,1,9706
1001986,Condo,Ottawa,AB,463609.0,3,3,2685,2024-03-08,40,82738,Doctor,1953,0,4022
1001987,Apartment,Calgary,ON,845592.0,4,2,1949,2018-07-09,30,129738,Artist,1962,1,4768
1001988,House,Calgary,ON,491182.0,4,3,2190,2024-12-18,57,66673,Artist,2000,0,8340
1001989,Condo,Ottawa,QC,408170.0,3,3,1369,2019-05-25,31,108835,Entrepreneur,1973,0,9646
1001990,Condo,Vancouver,ON,872953.0,4,2,2946,2018-11-24,43,143398,Manager,1960,0,5038
1001991,House,Montreal,BC,799718.0,1,2,2625,2015-03-20,48,42164,Engineer,1966,1,1525
1001992,Apartment,Calgary,AB,252229.0,2,3,1512,2016-01-13,47,70561,Engineer,1996,0,7987
1001993,House,Montreal,BC,713466.0,1,1,1793,2020-12-20,52,56020,Manager,2006,0,8359
1001994,House,Ottawa,QC,535670.0,3,2,3974,2015-09-13,25,98137,Teacher,1958,1,9326
1001995,House,Calgary,QC,916430.0,2,3,3141,2022-02-11,57,82301,Teacher,2022,1,7810
1001996,Condo,Vancouver,AB,726303.0,4,3,3142,2020-06-06,63,74579,Artist,2004,0,3212
1001997,Apartment,Vancouver,QC,526513.0,4,3,3839,2024-09-19,51,59873,Entrepreneur,1960,0,6758
1001998,House,Montreal,BC,805675.0,2,1,3407,2020-01-17,40,108547,Artist,1985,0,8657
1001999,House,Calgary,QC,661795.0,4,2,2026,2020-10-29,44,65054,Teacher,1985,0,2308
1002000,House,Toronto,QC,788657.0,2,1,2026,2023-03-05,54,121872,Entrepreneur,1994,1,8201
1002001,Condo,Calgary,ON,521652.0,1,1,984,2017-02-04,47,105869,Artist,2001,1,5477
1002002,Apartment,Calgary,QC,415222.0,1,3,3159,2020-09-30,46,99780,Manager,2014,1,6144
1002003,Condo,Ottawa,ON,711022.0,5,3,1979,2020-02-05,37,72505,Artist,1967,0,3110
1002004,Apartment,Toronto,AB,406774.0,3,1,3355,2018-11-05,53,126595,Entrepreneur,1955,0,7482
1002005,House,Toronto,BC,850808.0,5,3,1275,2020-07-22,56,55039,Doctor,2000,0,3773
1002006,Condo,Vancouver,QC,677293.0,5,3,2512,2024-06-30,47,79502,Engineer,1977,0,4782
1002007,Condo,Toronto,AB,543700.0,5,3,1333,2017-12-25,52,127292,Artist,1986,1,8769
1002008,Apartment,Toronto,ON,603874.0,5,3,989,2023-10-26,41,64520,Engineer,2021,1,2367
1002009,Apartment,Toronto,BC,646710.0,1,1,2520,2022-06-10,61,99356,Doctor,1981,1,3430
1002010,House,Ottawa,AB,619416.0,2,3,3359,2022-09-13,54,95716,Entrepreneur,1986,0,1642
1002011,House,Vancouver,ON,584388.0,4,3,2941,2021-04-10,50,56333,Manager,1991,0,2760
1002012,House,Vancouver,QC,421733.0,3,2,3604,2023-02-06,37,127998,Artist,2013,1,8588
1002013,Apartment,Calgary,ON,317510.0,1,2,1407,2019-07-13,62,61289,Engineer,1970,1,6419
1002014,Condo,Ottawa,AB,503060.0,1,1,3912,2020-09-08,26,61578,Doctor,1994,1,3199
1002015,Apartment,Calgary,QC,819751.0,2,1,3251,2019-12-14,26,63655,Artist,1950,1,4289
1002016,Condo,Ottawa,BC,783466.0,3,3,3231,2015-02-08,48,100315,Doctor,1963,1,5906
1002017,Apartment,Vancouver,AB,928886.0,4,2,3233,2022-07-31,50,62837,Artist,1989,0,2834
1002018,House,Ottawa,AB,605488.0,2,2,1990,2024-06-06,31,46482,Artist,2002,0,3819
1002019,Condo,Toronto,BC,392635.0,1,2,3925,2017-11-01,61,88983,Teacher,1951,1,5623
1002020,Condo,Toronto,AB,309386.0,4,2,1326,2024-01-28,31,79872,Engineer,2000,1,6445
1002021,Condo,Calgary,QC,220126.0,3,3,3166,2021-01-20,48,140885,Doctor,1952,0,2490
1002022,House,Ottawa,ON,736502.0,1,3,2063,2020-09-27,30,68709,Manager,1968,1,2070
1002023,House,Ottawa,QC,760624.0,1,1,2449,2017-02-17,59,128900,Doctor,1999,0,9568
1002024,Condo,Calgary,QC,115044.0,4,2,2721,2024-08-11,39,43517,Artist,1995,1,7621
1002025,Apartment,Montreal,ON,926569.0,5,2,996,2016-08-19,63,51184,Engineer,2005,1,3835
1002026,Apartment,Montreal,QC,646490.0,1,2,2255,2020-12-04,58,111683,Doctor,1960,1,1039
1002027,Apartment,Montreal,QC,218323.0,5,2,1321,2017-12-27,54,61009,Engineer,2016,1,8803
1002028,House,Ottawa,BC,107638.0,2,1,3766,2016-12-28,52,94937,Engineer,1996,0,7067
1002029,Apartment,Ottawa,ON,356347.0,3,1,3677,2018-07-05,58,99050,Doctor,2015,0,6473
1002030,Condo,Ottawa,BC,953104.0,4,1,867,2023-09-14,57,145869,Entrepreneur,1990,1,4292
1002031,Condo,Calgary,AB,197769.0,5,1,3752,2021-07-15,36,80654,Manager,2010,0,7609
1002032,House,Calgary,BC,710196.0,4,3,3684,2022-08-01,58,141325,Teacher,2016,0,7188
1002033,Condo,Calgary,BC,850187.0,4,3,2685,2017-12-22,55,133933,Manager,2015,0,6542
1002034,Condo,Ottawa,QC,464235.0,5,1,3517,2023-11-08,31,68256,Entrepreneur,1952,0,2926
1002035,House,Ottawa,ON,473697.0,1,1,1993,2020-07-22,44,69524,Teacher,2022,0,8019
1002036,Apartment,Montreal,QC,217414.0,5,2,2508,2024-05-06,37,95999,Doctor,2019,0,9342
1002037,Apartment,Montreal,QC,595224.0,3,3,1786,2021-07-31,59,111243,Teacher,1999,1,2592
1002038,Condo,Montreal,ON,121399.0,3,3,3307,2017-09-20,42,80784,Entrepreneur,2016,0,4020
1002039,House,Ottawa,AB,284968.0,5,1,886,2020-12-24,39,74506,Manager,1961,1,8171
1002040,Apartment,Ottawa,ON,817237.0,1,3,1592,2021-05-02,63,66164,Artist,1966,1,3746
1002041,Condo,Toronto,AB,280760.0,3,2,1927,2020-03-18,60,132006,Manager,2016,1,1484
1002042,Condo,Vancouver,ON,125672.0,2,3,2355,2016-08-14,40,111366,Teacher,2010,0,5825
1002043,Apartment,Calgary,AB,187319.0,5,3,2029,2021-02-04,35,141476,Teacher,2016,0,6480
1002044,Apartment,Ottawa,ON,614190.0,2,1,1208,2019-11-11,33,109262,Manager,1979,0,2014
1002045,Condo,Ottawa,ON,414257.0,3,3,1601,2021-09-03,45,84526,Teacher,1953,1,7368
1002046,Apartment,Vancouver,AB,344061.0,2,3,1678,2021-05-12,57,49262,Doctor,2009,1,8338
1002047,Condo,Montreal,AB,987304.0,4,3,3079,2016-04-30,33,62778,Artist,1967,1,2320
1002048,House,Montreal,ON,985622.0,2,2,942,2023-04-06,49,129214,Manager,1957,0,4526
1002049,House,Montreal,ON,118041.0,3,1,1079,2024-07-06,51,116715,Manager,1983,0,6275
1002050,Apartment,Calgary,AB,335518.0,2,1,1726,2021-10-10,45,133954,Manager,1951,1,5518
1002051,House,Calgary,BC,630523.0,5,2,2441,2020-07-14,47,138652,Doctor,1970,0,8129
1002052,Apartment,Montreal,QC,648697.0,1,3,2155,2023-07-02,61,97749,Artist,2013,1,2435
1002053,House,Vancouver,ON,319018.0,4,2,2859,2019-02-13,26,127886,Artist,1974,0,2880
1002054,Apartment,Toronto,ON,897358.0,2,3,1016,2024-02-13,25,107066,Doctor,2016,0,9116
1002055,House,Montreal,BC,726138.0,5,1,1810,2023-10-14,48,49404,Manager,2012,1,4056
1002056,Apartment,Toronto,ON,595115.0,4,2,1615,2023-06-11,64,43677,Doctor,2018,1,5199
1002057,House,Ottawa,BC,516796.0,1,2,1919,2020-02-22,63,118897,Doctor,1971,1,9157
1002058,Condo,Toronto,ON,685141.0,1,1,2794,2015-03-20,46,47454,Teacher,1987,1,9441
1002059,Condo,Calgary,QC,180362.0,5,1,2246,2019-01-15,27,110164,Engineer,1991,1,4165
1002060,House,Montreal,ON,394310.0,1,2,3346,2016-04-28,60,102761,Teacher,2002,0,7951
1002061,Apartment,Montreal,ON,832169.0,5,2,2625,2019-08-21,27,94243,Doctor,1989,1,1596
1002062,Apartment,Montreal,ON,891269.0,1,3,2902,2024-03-15,30,93082,Teacher,1984,0,2692
1002063,Condo,Toronto,ON,332291.0,2,1,3026,2021-02-08,63,97892,Entrepreneur,1950,1,9687
1002064,Apartment,Calgary,QC,415882.0,3,2,1124,2018-06-08,31,136380,Doctor,1987,0,8243
1002065,Apartment,Toronto,ON,717989.0,3,2,3579,2020-08-31,59,48778,Teacher,1988,1,6435
1002066,Apartment,Montreal,QC,552564.0,3,3,1814,2020-12-16,32,131491,Entrepreneur,1989,1,2773
1002067,Apartment,Vancouver,ON,779344.0,3,1,1195,2016-11-19,27,95454,Engineer,1956,1,9353
1002068,Condo,Montreal,QC,217736.0,2,1,2364,2020-12-17,53,144006,Entrepreneur,1971,1,2485
1002069,House,Toronto,QC,671744.0,4,2,3532,2020-07-25,43,127806,Teacher,1955,0,8906
1002070,Apartment,Montreal,AB,477354.0,5,3,2462,2021-11-13,49,128636,Entrepreneur,1996,0,3775
1002071,Condo,Calgary,AB,429380.0,4,3,1683,2023-05-02,32,143586,Artist,2016,0,7544
1002072,Condo,Calgary,QC,287030.0,4,3,2887,2021-04-17,50,104410,Artist,2002,1,9915
1002073,Apartment,Vancouver,ON,335229.0,1,1,2542,2020-12-30,62,67970,Doctor,1952,0,1330
1002074,House,Vancouver,ON,175346.0,4,2,2209,2017-10-15,52,93041,Artist,1990,1,3560
1002075,Condo,Montreal,AB,591844.0,5,2,2858,2022-06-18,54,45708,Engineer,1978,0,7054
1002076,Condo,Montreal,ON,193553.0,2,3,2109,2015-06-10,55,122445,Entrepreneur,1975,0,7271
1002077,House,Calgary,ON,109726.0,1,3,3864,2015-08-29,48,127346,Entrepreneur,1958,1,5777
1002078,House,Ottawa,ON,292473.0,2,2,2578,2017-01-09,30,118855,Manager,1977,1,6306
1002079,House,Vancouver,QC,458242.0,3,3,2436,2020-10-28,46,123301,Artist,1975,0,6798
1002080,Apartment,Calgary,ON,827999.0,4,2,3642,2018-11-20,33,77954,Entrepreneur,1951,1,9512
1002081,Condo,Montreal,AB,384473.0,2,3,1383,2024-04-15,28,97992,Teacher,2004,0,6911
1002082,Condo,Toronto,ON,625303.0,2,2,2367,2022-05-17,49,113731,Manager,2010,1,1422
1002083,House,Vancouver,ON,400769.0,2,1,1370,2020-08-01,43,143591,Teacher,1950,1,3055
1002084,Apartment,Vancouver,ON,206549.0,5,3,3774,2019-12-19,61,112190,Artist,2012,1,8127
1002085,House,Ottawa,QC,821871.0,3,1,1163,2018-02-01,57,149906,Artist,1951,1,2842
1002086,House,Ottawa,ON,978958.0,3,1,1592,2019-09-26,35,122372,Doctor,2020,0,4977
1002087,Apartment,Montreal,AB,689837.0,5,2,2538,2019-08-13,58,148287,Engineer,1990,1,7689
1002088,Condo,Montreal,BC,482005.0,1,2,986,2021-06-30,61,110386,Manager,2015,0,4472
1002089,Apartment,Ottawa,QC,938113.0,3,1,3218,2017-08-09,46,101360,Manager,1978,1,5127
1002090,Condo,Toronto,QC,825224.0,5,3,1825,2019-04-23,58,109954,Engineer,2009,1,7163
1002091,Apartment,Ottawa,ON,217931.0,3,3,2518,2021-01-01,30,46372,Manager,1966,0,5654
1002092,Condo,Toronto,AB,718960.0,3,3,2066,2023-03-29,45,112219,Engineer,2000,1,7499
1002093,House,Toronto,QC,684007.0,5,2,3840,2015-07-13,45,135739,Doctor,1993,1,6605
1002094,Apartment,Calgary,BC,266745.0,2,1,2107,2019-11-21,53,109100,Entrepreneur,1997,1,2281
1002095,Condo,Vancouver,BC,942154.0,2,1,1934,2016-10-13,42,68814,Teacher,1976,1,6763
1002096,Condo,Calgary,QC,575414.0,3,2,2133,2016-07-31,41,142622,Entrepreneur,1954,0,5998
1002097,Apartment,Montreal,QC,101536.0,5,1,1979,2020-11-25,61,113918,Artist,2008,1,1813
1002098,Apartment,Toronto,BC,419027.0,1,1,2149,2015-12-20,38,76450,Artist,1966,0,6220
1002099,Condo,Vancouver,AB,216782.0,2,1,2840,2020-08-20,45,97679,Teacher,1969,0,8758
1002100,Condo,Montreal,BC,313338.0,2,3,3639,2022-04-26,34,88107,Engineer,1956,0,5459
1002101,Condo,Toronto,QC,413676.0,3,1,1823,2024-12-07,59,141081,Artist,2001,0,2829
1002102,Condo,Montreal,ON,868785.0,4,3,1795,2019-08-09,37,45962,Artist,1984,0,4426
1002103,Condo,Ottawa,ON,334155.0,3,3,1085,2019-09-15,31,113806,Manager,1992,1,6125
1002104,Apartment,Ottawa,ON,936911.0,1,3,3030,2021-09-24,60,56357,Doctor,1951,0,3992
1002105,House,Vancouver,AB,858080.0,4,2,1501,2020-05-12,27,59894,Entrepreneur,1954,1,8355
1002106,Apartment,Toronto,ON,474036.0,2,3,1201,2017-04-28,27,64606,Doctor,2004,0,6910
1002107,House,Montreal,ON,116410.0,4,2,3133,2017-05-06,50,63974,Manager,1953,1,2919
1002108,Apartment,Toronto,ON,287295.0,1,3,2490,2023-11-14,60,51310,Doctor,1982,1,6583
1002109,Condo,Vancouver,ON,139288.0,4,2,2971,2022-08-12,55,129393,Teacher,1957,0,6356
1002110,Apartment,Ottawa,ON,546966.0,1,3,1087,2022-10-12,51,144246,Manager,2006,1,8630
1002111,Condo,Ottawa,AB,361498.0,4,2,2865,2023-11-28,53,148549,Teacher,2021,0,7052
1002112,Condo,Toronto,AB,517144.0,2,1,3139,2024-04-25,36,82738,Engineer,1999,1,7192
1002113,House,Ottawa,BC,237875.0,3,2,2770,2020-01-07,32,107966,Teacher,1977,0,7503
1002114,Apartment,Ottawa,ON,751769.0,2,3,3572,2021-12-12,35,99521,Engineer,1962,0,5322
1002115,Apartment,Calgary,ON,738381.0,1,2,3812,2022-05-02,30,114926,Teacher,1988,1,2662
1002116,Apartment,Montreal,QC,364384.0,2,2,2806,2019-07-29,33,125648,Artist,2019,1,3091
1002117,House,Montreal,QC,408243.0,3,2,2882,2017-06-06,49,144345,Doctor,2015,1,7610
1002118,House,Montreal,ON,693821.0,3,3,1507,2018-10-05,54,45555,Teacher,2006,0,4206
1002119,Condo,Vancouver,QC,899171.0,5,2,3059,2021-09-17,63,107764,Teacher,1977,0,6171
1002120,Condo,Vancouver,ON,403505.0,4,3,1737,2021-09-13,56,87184,Teacher,1980,1,6782
1002121,Condo,Montreal,BC,581094.0,4,2,1071,2016-10-19,44,133372,Teacher,1996,1,5375
1002122,Condo,Vancouver,ON,291631.0,5,1,1557,2021-04-23,63,94574,Teacher,2015,0,1360
1002123,Condo,Toronto,QC,924273.0,1,3,3246,2016-09-26,57,109326,Manager,1988,1,4737
1002124,Apartment,Montreal,ON,560832.0,3,2,1157,2024-09-30,57,97736,Entrepreneur,2003,1,3415
1002125,House,Calgary,BC,555031.0,4,1,2409,2018-08-15,32,85920,Doctor,1993,1,7613
1002126,House,Vancouver,ON,925105.0,3,2,1087,2017-03-10,25,50176,Entrepreneur,2002,0,5376
1002127,Condo,Toronto,QC,640314.0,1,1,1767,2017-02-19,50,134537,Doctor,1951,1,9347
1002128,House,Vancouver,BC,799990.0,3,3,3288,2017-11-25,31,116134,Teacher,1992,1,2894
1002129,Apartment,Calgary,BC,881537.0,5,3,3859,2022-07-02,30,85448,Teacher,1998,1,3089
1002130,House,Vancouver,BC,784426.0,5,2,2814,2019-12-04,39,53322,Entrepreneur,1962,0,9784
1002131,Apartment,Calgary,ON,194756.0,2,3,3092,2022-01-09,28,108275,Manager,1959,0,4408
1002132,Apartment,Toronto,BC,970058.0,4,1,2129,2023-11-10,36,99442,Teacher,2004,1,7157
1002133,Condo,Ottawa,AB,416357.0,2,2,1941,2020-07-10,28,146351,Manager,1997,1,2462
1002134,Condo,Ottawa,QC,407989.0,1,1,1180,2023-10-21,63,95059,Engineer,2007,1,4241
1002135,Condo,Toronto,AB,327041.0,4,1,2294,2024-02-15,58,143973,Manager,1953,1,7405
1002136,Condo,Montreal,QC,878590.0,1,1,3678,2020-08-24,60,139544,Manager,2004,1,6672
1002137,House,Calgary,ON,236929.0,3,1,2544,2018-08-10,42,102446,Doctor,2011,0,3092
1002138,House,Vancouver,ON,758920.0,5,3,1140,2021-02-14,59,91359,Doctor,2008,1,6544
1002139,House,Toronto,AB,363050.0,3,2,3498,2021-12-13,44,75732,Entrepreneur,1989,0,6652
1002140,House,Toronto,QC,979484.0,3,1,878,2018-12-05,38,83052,Artist,1980,0,5887
1002141,House,Montreal,ON,288361.0,5,1,2424,2016-07-04,54,62235,Manager,1953,0,4939
1002142,Apartment,Vancouver,ON,501541.0,5,3,3938,2016-08-19,29,127608,Engineer,2007,1,4753
1002143,Condo,Calgary,ON,852851.0,1,1,1652,2018-02-02,60,107364,Manager,1985,1,4393
1002144,Apartment,Montreal,QC,314298.0,1,1,2469,2022-06-10,61,102406,Manager,2017,1,7639
1002145,Apartment,Vancouver,BC,334764.0,1,3,1571,2019-01-27,50,142431,Manager,1964,1,4350
1002146,Condo,Vancouver,ON,439652.0,5,3,3790,2016-02-22,29,49225,Engineer,1972,0,9521
1002147,Condo,Montreal,AB,826186.0,2,1,1256,2024-11-27,41,120514,Entrepreneur,1963,1,8602
1002148,Condo,Montreal,QC,675361.0,2,2,876,2023-09-16,32,88639,Doctor,1980,0,8694
1002149,House,Vancouver,AB,412794.0,1,1,3612,2017-03-25,51,91919,Doctor,1963,0,4143
1002150,Apartment,Calgary,BC,618374.0,4,3,3649,2023-10-19,32,99997,Manager,2008,1,3504
1002151,Apartment,Vancouver,ON,974546.0,5,3,1352,2017-06-02,59,99358,Doctor,1967,0,7698
1002152,Condo,Toronto,BC,209293.0,2,3,1210,2018-09-08,33,119269,Teacher,2003,1,4580
1002153,Apartment,Ottawa,ON,538736.0,1,2,1917,2020-12-10,63,65096,Engineer,2012,1,9419
1002154,Condo,Ottawa,QC,305782.0,1,3,2928,2022-04-21,62,51329,Artist,1981,0,5896
1002155,Apartment,Calgary,QC,437866.0,1,2,2864,2016-08-25,30,54011,Teacher,1975,1,3525
1002156,Apartment,Montreal,AB,696473.0,2,1,927,2018-04-13,34,111799,Doctor,1971,1,4542
1002157,Apartment,Vancouver,BC,795989.0,1,3,1266,2022-12-22,28,126297,Artist,2021,0,8162
1002158,Condo,Calgary,BC,588546.0,3,2,3493,2019-03-24,64,59846,Doctor,1955,1,4007
1002159,Apartment,Ottawa,BC,835447.0,1,1,2162,2021-04-07,39,75897,Doctor,1999,1,4754
1002160,Apartment,Montreal,BC,449869.0,1,3,3305,2018-09-17,62,54622,Manager,2019,0,2151
1002161,Condo,Montreal,AB,881519.0,2,1,1705,2015-08-22,63,78912,Doctor,1982,0,9782
1002162,Condo,Toronto,QC,150758.0,4,1,3254,2017-08-05,32,101979,Engineer,1955,0,6637
1002163,Condo,Toronto,AB,673706.0,1,1,3663,2017-11-22,29,40935,Doctor,1982,1,4385
1002164,House,Toronto,AB,813659.0,5,1,3788,2021-10-25,46,84657,Entrepreneur,2010,0,4087
1002165,Condo,Toronto,QC,608579.0,1,1,2258,2015-09-07,49,94556,Entrepreneur,1999,0,2931
1002166,House,Ottawa,BC,453287.0,3,3,927,2022-04-19,41,127398,Engineer,1987,0,1121
1002167,Apartment,Toronto,BC,992331.0,2,3,1146,2022-08-13,46,53051,Entrepreneur,1952,0,4776
1002168,House,Toronto,BC,771514.0,5,1,1709,2017-08-08,29,142709,Manager,1991,1,6599
1002169,Condo,Calgary,BC,870758.0,3,1,2131,2017-06-01,58,145016,Doctor,1992,1,1034
1002170,Condo,Montreal,BC,675918.0,4,1,2396,2020-03-15,33,133848,Artist,2012,1,7355
1002171,Condo,Ottawa,QC,374033.0,4,3,1799,2016-06-21,42,56307,Doctor,1996,0,8382
1002172,House,Ottawa,QC,479141.0,3,1,2427,2016-11-25,42,47426,Entrepreneur,2012,1,1918
1002173,House,Toronto,BC,562463.0,4,2,3505,2024-02-24,56,91506,Entrepreneur,1987,1,1178
1002174,Condo,Vancouver,QC,100826.0,1,3,1066,2019-03-30,47,103135,Artist,1979,0,9944
1002175,Condo,Toronto,QC,482865.0,1,3,1795,2019-09-02,40,138135,Manager,1999,1,5692
1002176,Apartment,Montreal,QC,308064.0,5,2,2224,2020-04-19,61,64764,Artist,1987,0,8323
1002177,Apartment,Ottawa,ON,981666.0,4,2,1188,2024-10-05,48,110562,Teacher,1979,1,4636
1002178,Condo,Ottawa,ON,904034.0,2,3,1277,2017-10-07,41,76473,Artist,1999,0,7239
1002179,Apartment,Montreal,ON,385204.0,2,3,937,2017-09-26,63,98854,Doctor,2000,0,7122
1002180,Condo,Montreal,AB,917025.0,5,3,3377,2019-12-22,45,142570,Doctor,2015,1,4805
1002181,Condo,Toronto,ON,969222.0,3,1,2122,2020-04-24,62,64182,Manager,2000,1,9421
